id,amount_tsh,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
70329,0,Oxfam,0,OXFAM,30.56178357,-2.52261786,Nyabiuna,0,Lake Victoria,Kasange Kati,Kagera,18,30,Ngara,Kirushya,0,True,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,others
73594,0,Undp,1346,WEDECO,37.63624151,-3.0725781,Shuleni,0,Pangani,Mokoro,Kilimanjaro,3,1,Rombo,Kitirima Kingachi,1,True,Parastatal,,True,2002,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair
32975,0,Hesawa,1179,DWE,33.45016828,-2.06575059,Kwa Lawi,0,Lake Victoria,Kwitua,Mara,20,4,Bunda,Nyamhula,1000,False,WUG,,False,1996,other,other,other,wug,user-group,unknown,unknown,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,others
35045,12000,Government Of Tanzania,1119,DWE,31.23399399,-6.3722389,Kwa Diwani Michael Kasanga,0,Lake Rukwa,Mapinduzi,Rukwa,15,1,Mpanda,Nsimbo,196,True,VWC,Msaginya,True,2008,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
51467,50,Government Of Tanzania,425,District Water Department,38.69886464,-10.24705028,Kwa Gamba,1,Ruvuma / Southern Coast,Ruponda,Lindi,8,3,Nachingwea,Ruponda,350,True,VWC,Ruponda,False,2009,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,hand dtw,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
38145,0,Rwssp,0,DWE,0,-2E-08,Mwakalila,0,Lake Victoria,Mwakalila,Shinyanga,17,1,Bariadi,Mwadobana,0,,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
60177,0,Gtz,1698,GTZ,37.58325026,-3.12774853,Kwa Massawe,0,Pangani,Kitero,Kilimanjaro,3,1,Rombo,Katangara Mrere,250,True,Company,Kwawameku water supply,True,2010,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
47088,0,Danida,0,Central government,33.78013436,-9.58432792,Kwa Aziz Kyando,0,Lake Nyasa,Kilambo,Mbeya,12,3,Kyela,Katumbasongwe,0,True,Water authority,Ngana water supplied scheme,True,0,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
7980,0,Water,0,DWE,36.01714969,-4.96224401,Uwinwi,0,Internal,Uwinwi,Dodoma,1,1,Kondoa,Dalai,0,True,VWC,Kwa,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
19817,0,Community,0,WEDECO,34.21471114,-3.43336704,Muungano,0,Internal,Mwabunga,Shinyanga,17,6,Meatu,Itinje,0,True,WUG,None,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
70895,0,Danida,23,Da,38.85788666,-6.58098674,Kwa Mariamu Talawanda,0,Wami / Ruvu,Magoza,Pwani,6,1,Bagamoyo,Yombo,20,True,VWC,Bagamoyo wate,True,1988,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
35524,0,Cocern,1292,TWESA,30.90317832,-3.31841221,Balembe,0,Lake Tanganyika,Mtakuja A,Kigoma,16,1,Kibondo,Kakonko,300,True,VWC,Kabingo/kiobela gravity  water supply,False,2013,gravity,gravity,gravity,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,spring,spring,groundwater,improved spring,improved spring,others
8774,0,Bsf,0,DWE,36.05214526,-4.84492159,Kwa Ijuma,0,Internal,Barazani,Dodoma,1,1,Kondoa,Busi,0,True,VWC,Busi,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
63638,0,Hesawa,0,DWE,31.46607885,-1.24519794,Kwamusa,0,Lake Victoria,Bulifani,Kagera,18,7,Misenyi,Kyaka,0,True,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
33806,0,Government Of Tanzania,1250,RWE,36.90804899,-3.3695993,Festo,0,Pangani,Maji Ya Chai Kati,Arusha,2,7,Meru,Maji ya Chai,120,True,VWC,Tuvaila gravity water supply,False,1964,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
27725,0,Government Of Tanzania,186,Artisan,39.03229562,-8.54976291,Chagueni 2,0,Ruvuma / Southern Coast,Chumo B,Lindi,80,13,Kilwa,Chumo,369,True,,,True,2012,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
19865,0,Rural Water Supply And Sanitat,0,DWE,31.95866119,-3.3452243,Twende Na Wakati,0,Lake Tanganyika,Ichakaya,Shinyanga,17,5,Bukombe,Ushirombo,0,True,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
48111,10000,Kiliwater,1816,Kiliwater,37.58069307,-3.23386666,Kwa Kakifua Koringo,0,Pangani,Kakifua,Kilimanjaro,3,1,Rombo,Keni Mengeni,1,True,Company,Tarakakifua water supply,True,2006,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,others
65819,0,Government Of Tanzania,1129,Community,36.84771472,-3.39299307,Lakitatu Secschool,0,Pangani,Siyoni,Arusha,2,7,Meru,USA River,350,True,VWC,Nike lakitatu gravity water supply,True,2008,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
20738,0,,0,,33.66406207,-9.35300315,Kwa Anyonyolile Sindano,0,Lake Nyasa,Kayuki,Mbeya,12,4,Rungwe,Ilima,0,True,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
40882,3000,Unicef,1453,Unicef,35.29701964,-9.75503052,Chuo Cha Mtakatifu M,0,Lake Nyasa,Wino Kati,Ruvuma,10,2,Songea Rural,Wino,0,True,VWC,Mradi wa maji wa wino,True,1976,submersible,submersible,submersible,vwc,user-group,pay annually,annually,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,others
19176,0,Dwsp,0,DWE,0,-2E-08,Nguvukazi,0,Lake Victoria,Nyamimbi,Shinyanga,17,1,Bariadi,Somanda,0,True,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
51413,0,Mdrdp,1741,MDRDP,35.54496354,-3.85531227,Kwa Mchungaji Stephano,0,Internal,Harka,Manyara,21,3,Mbulu,Mbulu Urban,174,True,VWC,,True,1994,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,others
67311,0,Ki,463,Ki,37.08714365,-6.86704275,Legezamwendo,0,Wami / Ruvu,Legezamwendo,Morogoro,5,1,Kilosa,Mabwerebwere,200,True,VWC,,True,2004,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,others
11921,10,Private Individual,1502,Dmdd,35.66301588,-3.37087643,Tilatila,0,Internal,Kinehe,Arusha,24,30,Karatu,Qurus,250,True,VWC,Kaviwasu,True,1998,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,coloured,colored,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,others
15336,0,Lamp,965,DWE,35.72289459,-3.74220515,Kwa Sebastian,0,Internal,Mayoka B,Manyara,21,1,Babati,Magara,135,True,VWC,,True,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
59231,0,Kkkt,0,KKKT,32.78764789,-9.12094881,Mwamlima,0,Lake Rukwa,Mtakuja,Mbeya,12,6,Mbozi,Ihanda,0,True,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
43344,200,Grumeti,1282,GRUMETI,34.36798428,-2.02436426,Timani Luginga,0,Lake Victoria,Nyarugusu,Mara,20,2,Serengeti,Issenye,100,True,VWC,,,2012,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,others
67838,0,Government Of Tanzania,1581,DWE,37.4820051,-3.27521652,Kwa Aloyce Mrema,0,Pangani,Sango,Kilimanjaro,3,4,Moshi Rural,Kilema kaskazini,100,False,Other,Mshiri pipeline,True,1972,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,other,other,functional needs repair
16552,0,Tardo,1735,Tardo,38.29110597,-4.6634079,Kwa Mzee Benson,93,Pangani,Lukozi,Tanga,4,1,Lushoto,Malindi,1,True,VWC,Mlomboza forest,True,1985,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
17675,300,Dhv,265,DWE,36.96392647,-7.68061813,Mkunguni,0,Rufiji,Chicago,Morogoro,5,3,Kilombero,Kidatu,175,True,Company,Ikela Wa,True,1995,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
62738,0,Government Of Tanzania,1523,DWE,36.6356315,-3.31833062,Kwa Julius,0,Pangani,Sumlei,Arusha,2,2,Arusha Rural,Kimnyaki,150,True,VWC,Likamba mindeu pipe line,True,1995,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,others
313,0,Hesawa,1259,DWE,33.00293097,-2.03847355,none,0,Lake Victoria,Tupendane,Mwanza,19,1,Ukerewe,Mukituntu,450,True,,,True,1996,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,functional needs repair
36235,0,Government Of Tanzania,-4,DWE,39.21869088,-8.38338426,Kwakijumbe,0,Rufiji,Kinjumbi A,Lindi,80,13,Kilwa,Kinjumbi,500,True,,,True,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
24554,250,Norad,1108,NORAD,29.8697161,-4.60366048,Kwa Elisha,0,Lake Tanganyika,Vona Kumsenga,Kigoma,16,2,Kasulu,Munzenze,470,True,Water authority,Kabali,True,1985,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
74120,0,Dwsp,1355,DWE,34.1344776,-2.97081069,Victoria,0,Lake Victoria,Mwaginde,Shinyanga,17,1,Bariadi,Lagangabilili,500,False,WUG,,False,1997,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
46458,0,Mwaya Mn,257,Communit,36.90091337,-7.86530232,School,0,Rufiji,Mbwaike,Morogoro,5,3,Kilombero,Mang'ula,350,True,WUA,Mwaya Mn,True,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,others
49134,500,Government Of Tanzania,315,DWE,36.83129407,-8.9163569,Izigira,0,Rufiji,Izigira,Morogoro,5,4,Ulanga,Mwaya,200,True,WUG,RUMWAMCH,True,2008,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
71209,0,Kirde,0,DWE,35.87474858,-4.67250229,Kwa Dominic,0,Internal,Uti,Dodoma,1,1,Kondoa,Mnenia,0,True,VWC,Mnen,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
52797,0,Dwsp,0,DWE,0,-2E-08,Umoja,0,Lake Victoria,Mwabasabi,Shinyanga,17,1,Bariadi,Sapiwi,0,True,WUG,,False,0,walimi,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
51967,0,Nethe,172,DWE,37.60141123,-7.4629133,Zahanati,0,Wami / Ruvu,Mjini,Morogoro,5,2,Morogoro Rural,Kisaki,1000,True,VWC,,True,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,others
59000,50,Private Individual,151,WU,38.35318329,-6.63814446,Mabuti,0,Wami / Ruvu,Magwila,Pwani,6,1,Bagamoyo,Chalinze,15,False,WUA,Chalinze wate,True,2010,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
72818,0,Danida,0,Central government,33.9248743,-9.68097277,Kwa  Emmanuel Kenneth,0,Lake Nyasa,Kwembila,Mbeya,12,3,Kyela,Ngonga,0,True,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
12337,500,Ki,883,Ki,36.64428905,-6.82075614,Shamba La Kijiji,0,Wami / Ruvu,Magereza,Morogoro,5,1,Kilosa,Lumuma,300,True,VWC,,True,1996,swn 80,swn 80,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
70618,0,Kkkt,0,KKKT,32.86246042,-8.92183595,Mbugani 2,0,Lake Rukwa,Chilesya,Mbeya,12,6,Mbozi,Halungu,0,False,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
11389,0,Lga,391,LGA,39.12647805,-10.83494303,Bombani,0,Ruvuma / Southern Coast,Somanga,Mtwara,90,33,Masasi,Lulindi,63,True,VWC,,True,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair
47482,0,,0,,34.83482985,-8.21230169,Kwa Okanzo,0,Rufiji,Kabete,Mbeya,12,7,Mbarali,Madibira,0,True,WUA,,False,0,afridev,afridev,handpump,wua,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,others
72782,0,Government Of Tanzania,1075,Government,37.98588521,-4.4347489,Marema Primary,0,Pangani,Marema,Kilimanjaro,3,3,Same,Kirangare,320,False,Water authority,Kilotweni water supply,True,2010,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
55642,0,Danida,1006,DWE,35.56476725,-10.79821223,Kwa Eidy,0,Ruvuma / Southern Coast,Njoka Juu,Ruvuma,10,2,Songea Rural,Mpitimbi,0,True,VWC,Mradi wa maji wa mpitimbi,True,1978,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
73647,50,,1626,,34.96197787,-4.64389234,Patrick Mangi,0,Internal,Kalovya,Singida,13,2,Singida Rural,Merya,1,True,VWC,M,,2010,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
68460,0,Government Of Tanzania,1243,RWE,37.29456885,-3.24651979,Kwa Sangawe,0,Pangani,Wasa,Kilimanjaro,3,4,Moshi Rural,Okoani Kibosho,40,False,VWC,Otaruni water supply,True,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair
4928,500,Is,280,Is,37.04517899,-7.69493412,Kwa Maboya,0,Rufiji,Ccm,Morogoro,5,1,Kilosa,Ruhembe,150,True,VWC,,True,2009,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
73961,0,Water,0,DWE,35.90062995,-4.71061365,Uchawi,0,Internal,Lusangi,Dodoma,1,1,Kondoa,Pahi,0,True,VWC,Pahi,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
68866,0,Government Of Tanzania,884,DWE,37.38899696,-3.3335479,Makarini,0,Pangani,Makomba,Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,45,False,VWC,Kidia kilemapunda,True,1975,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
18779,0,Dwsp,0,DWE,0,-2E-08,Kilabera,0,Lake Victoria,Likarangwa,Shinyanga,17,1,Bariadi,Sakwe,0,True,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
52620,0,Government Of Tanzania,1822,RWE,38.18032514,-4.65710897,Ughoma,0,Pangani,Kwemshinga,Tanga,4,2,Korogwe,Mazinde,100,True,VWC,Mlombiza water suppl,False,1971,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
20681,0,Lips,138,District Council,39.4338151,-10.03508443,Tenkini,0,Ruvuma / Southern Coast,Namatili,Lindi,80,23,Lindi Rural,Chiponda,230,True,VWC,LIPS Water Scheme,False,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
14434,0,Mkinga Distric Coun,0,DWE,39.1184951,-4.70833104,Bombani,0,Pangani,Sigaya,Tanga,4,8,Mkinga,Duga,1,True,VWC,shallow well,True,2009,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,others
6662,500,Government Of Tanzania,1716,DWE,34.90341055,-9.06617642,Kwa Monika Malekela,0,Rufiji,Ilamba,Iringa,11,4,Njombe,Igongolo,80,True,VWC,Upami gravity water scheme,False,2007,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
43741,0,Hesawa,1269,DWE,33.86932016,-1.99173804,Magereza,0,Lake Victoria,Nyasura Magereza,Mara,20,4,Bunda,Bunda,600,False,Parastatal,,False,1990,other,other,other,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,others
22354,0,Hortanzia,1175,Community,36.87855267,-3.36886462,Karo,0,Pangani,Arudeko,Arusha,2,7,Meru,Maji ya Chai,145,True,VWC,Kiwawa gravity water supply,False,2013,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
44328,250,Government Of Tanzania,1232,DWE,30.29012201,-4.57564802,Kwa Mteko,0,Lake Tanganyika,Mwenge,Kigoma,16,2,Kasulu,Ruhita,580,True,Water authority,Kwagwisembeza,True,1993,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
2714,0,Hesawa,0,DWE,0,-2E-08,Kwabukwimba,0,Lake Victoria,Gilamtwe A,Mwanza,19,2,Magu,Igalukilo,0,True,,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,others
39672,3000,Tcrs,1212,TCRS,31.27043703,-6.33778612,Barabara 3,0,Lake Rukwa,Katumba,Rukwa,15,1,Mpanda,Katumba,450,True,VWC,,True,1985,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair
23162,0,,0,,33.62476556,-9.21667872,Kwa Mzee Mwijonga,0,Lake Nyasa,Kiangala,Mbeya,12,4,Rungwe,Kyimo,0,True,VWC,M,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
24113,0,Hsw,1230,HSW,33.81620518,-1.75749743,Kwa Anthon,0,Lake Victoria,Serengeti,Mara,20,3,Musoma Rural,Kukirango,250,,VWC,,True,1998,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
40592,1000,Rc Church,2179,RC CHURCH,34.41769364,-9.21264691,Kwa Leyndi Chengula,0,Rufiji,Ilulu A,Iringa,11,4,Njombe,Wangama,75,True,VWC,imalilo water supply scheme,True,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
62121,0,Kkkt,0,KKKT,33.18899618,-9.15305772,Number 8,0,Lake Nyasa,Ntasie,Mbeya,12,6,Mbozi,Iyula,0,False,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,unknown,unknown,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
45772,0,Dwsp,0,DWE,0,-2E-08,Imalamakoye,0,Lake Victoria,Nyamilana B,Shinyanga,17,1,Bariadi,Zagayu,0,True,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
25248,0,Dwsp,1340,DWE,34.04296148,-2.95442908,Mwamabondo,0,Lake Victoria,Musoma,Shinyanga,17,1,Bariadi,Nkoma,250,False,WUG,,False,1998,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
12250,0,Water,0,Commu,36.52923487,-6.18113273,Kwa Mdeche,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Ugogoni,0,True,VWC,Msin,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,others
19770,0,Hesawa,0,DWE,31.31826805,-2.6450714,Kwa Lutema,0,Lake Tanganyika,Ng'Ambo,Kagera,18,4,Biharamulo,Biharamulo Urban,0,True,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
16624,0,Kkkt,0,KKKT,32.76261818,-9.10244804,Silwimba Emanuel,0,Lake Rukwa,Maweni,Mbeya,12,6,Mbozi,Ihanda,0,True,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
6853,0,Lga,300,LGA,38.96513076,-10.5161197,Matola,0,Ruvuma / Southern Coast,Kitunda,Mtwara,90,33,Masasi,Mwena,30,True,VWC,,False,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
10564,0,Rudep,2070,DWE,31.87218703,-8.16158166,Kambautwa,0,Lake Rukwa,Kambautwa,Rukwa,15,2,Sumbawanga Rural,Sandulula,350,True,VWC,,False,1991,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair
33489,0,,1419,,34.66639172,-4.65390947,Ramadhan,0,Internal,Barabara Kuu,Singida,13,2,Singida Rural,Msisi,1,True,VWC,M,,1960,other,other,other,vwc,user-group,unknown,unknown,salty,salty,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,others
34691,0,,0,,33.85391403,-8.82240426,Kwa Nusu,0,Rufiji,Kabwe,Mbeya,12,7,Mbarali,Igurusi,0,True,WUA,,True,0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,others
4739,0,World Vision,0,World vision,32.00282674,-3.37537705,Ishigamva,0,Lake Tanganyika,Msenga,Shinyanga,17,5,Bukombe,Ilolangulu,0,False,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
3504,30,Asb,1,Orien,38.75559072,-7.98885388,Mpili,0,Rufiji,Kiwili,Pwani,60,53,Rufiji,Utete,1,True,Private operator,,True,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,others
10199,0,,1606,,35.02074747,-4.59954961,Mathias,0,Internal,Jitegemee,Singida,13,2,Singida Rural,Maghojea,1,True,VWC,M,,2000,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair
39949,0,Hesawa,0,DWE,31.37867177,-1.10546302,Dimba,0,Lake Victoria,Dimba,Kagera,18,7,Misenyi,Nsunga,0,True,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
21471,0,Hesawa,0,HESAWA,31.56512451,-1.50758145,Kwa Robert Rufunguruzo,0,Lake Victoria,Kamshansha,Kagera,18,2,Bukoba Rural,Buterankuzi,0,True,VWC,NCHULOWAIBALE WATER SUPPLY SCHEME,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
50126,0,World Vision,0,World vision,32.04483207,-3.24439185,Mtakuja,0,Lake Tanganyika,Isebya B,Shinyanga,17,5,Bukombe,Ilolangulu,0,True,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
